happylife,obama,democratic,republican,supremecourt,africandisc,hispanicdisc,discgaylesbian ,discwomen,discmuslimam,finances,gaymarriage,gayadaptchild,howoftenvote,party,ideology,gender,maritalstatus,martialstatusr,sexualorientation,transgender,lgbtstatus,agelgbtdoubt,agelgbtsure,friendlgbt,toldmomlgbt,difficultmom,aftertoldmom,tolddadlgbt,difficultdad,aftertolddad,toldfriendlgbt,agecategory,agecategoryr,education,educationr,ethnicity,householdhead,householdsize,residence,income2012,religion,religionimportance,christian,lgbtproblems,lgbtsocialacceptance,lgbtacceptancetenyearsago,lgbttenyearsfromnow,lgbtdemocrat,lgbtrepublican,lgbtobama,lgbtentertainment,lgbtmedia,lgbtprofsport,lgbtmilitrary,\lgbtfriendly,lgbtfriendlyp,lgbtacceptone,lgbtaccepttwo,lgbtacceptthree,lgbtacceptfour,lgbtacceptfive,lgbtacceptsix,lgbtaccepttotal,lgbtacceptp,gaysocaccept,lesbiansocaccept,bimensocaccept,biwomensocaccept,transgendersocacc,lgbtsocaccepttotal,lgbtsocacceptp,lgbtfriendly1,lgbtfriendly2,lgbtfriendly2,lgbtfriendly4,lgbtfriendly5,lgbtfriendly6,lgbtfriendlytotal,lgbtfriendlytotalp,religeousconflict,religeousconflictlevel,lgbtaccepttown,livelgbtneighborhood,closefriendlgbt,lgbtpolicy1,lgbtpolicy2,lgbtpolicy3,lgbtpolicy4,lgbtpolicy5,lgbtpolicy6,lgbtpolicy7,lgbtpolicytotal,lgbtpolicyp,physicalattack,slursjokes,poorservice,churchunwelcome,unfairemployment,rejectfamily,lgbtdiscrimination,lgbtdiscriminationp,lgbtsuppoort1,lgbtsupport2,lgbtsupport3,lgbtsupport4,lgbtsupport5,lgbtsupport6,lgbtsupporttotal,lgbtsupportp,lgbtsocialnetwork,reveallgbtsocialnetwork,liketomarry,relationtype,legalcivilunion,childguardian,havechildunder18,spousechildrenunder18,childinyourhome,liketohavechild,employment,workplaceacceptance,workplaceknoworientation,Usborn,minorinhousehold
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,democrat,liberal,male,never married,alone,gay,no,males,12,15,22,no,NA,NA,no,NA,NA,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,1,own,hundred to hundred fifty,catholic,somewhat important,NA,marital rights,only a little,none at all,none at all,3,1,3,3,2,1,1,14,50,3,3,3,3,3,1,16,83,3,3,3,1,2,12,70,1,1,2,1,1,1,7,8,yes,a lot,a lot,yes,all or most,2,2,2,2,2,2,2,14,33,1,2,1,1,1,1,7,8,2,2,2,2,2,2,12,50,not regularly,yes,not sure,NA,NA,no,NA,NA,NA,not sure,full time,very accepting,most or all,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,only fair,oppose,oppose,always,republican,conservative,female,divorced,alone,bisexual,no,males and females,43,NA,NA,NA,NA,NA,NA,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,2,own,more than hundred fifty,protestant,not too  important,NA,NA,only a little,none at all,only a little,1,2,3,3,3,1,2,15,57,3,2,3,2,2,2,14,67,3,3,3,3,3,15,100,2,2,1,1,1,2,9,25,no,NA,some,no,a few,1,2,2,2,2,2,2,13,29,1,1,1,1,1,1,6,0,3,1,1,1,1,1,8,17,NA,no,not sure,NA,NA,yes,no,NA,NA,NA,full time,very accepting,none,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,excellent,oppose,oppose,always,independent,moderate,male,never married,alone,gay,no,males,11,15,NA,no,NA,NA,no,NA,NA,no,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,2,own,seventy five to hundred,catholic,very important,NA,discrimination,only a little,none at all,none at all,3,1,3,3,2,1,2,15,57,3,3,3,3,2,2,16,83,3,3,1,1,2,10,50,2,1,2,1,1,3,10,33,yes,a lot,some,yes,a few,1,1,1,2,1,2,2,10,14,1,1,1,1,1,1,6,0,1,1,1,1,3,1,8,17,not regularly,NA,yes,NA,NA,no,NA,NA,NA,no,part time,very accepting,some,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,only fair,oppose,strongly oppose,always,republican,moderate,male,living with partner,living with partner,gay,no,males,13,16,19,yes,yes,no change,no,NA,NA,no,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,more than hundred fifty,other,not too  important,NA,bullying,only a little,only a little,only a little,3,1,3,3,2,1,1,14,50,3,3,3,1,3,2,15,75,2,3,3,1,1,10,50,2,1,2,1,1,1,8,17,no,NA,some,no,a few,1,2,2,1,1,2,2,11,19,2,2,1,1,1,1,8,17,2,2,2,1,2,2,11,42,not regularly,no,not sure,NA,yes,no,NA,no,NA,no,full time,very accepting,most or all,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, a lot,good,strongly oppose,strongly oppose,always,independent,moderate,female,never married,alone,lesbian,no,females,16,28,29,yes,yes,no change,yes,yes,no change,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,2,own,seventy five to hundred,agnostic,not at all mportant,NA,NA,only a little,none at all,none at all,3,1,3,2,2,1,1,13,43,3,2,3,1,3,2,14,67,3,1,3,1,2,10,50,1,1,2,1,3,3,11,42,no,NA,a little,no,a few,1,1,1,1,2,1,1,8,5,1,3,2,1,1,3,11,42,1,3,3,1,1,1,10,33,regularly,yes,yes,NA,NA,no,NA,NA,NA,not sure,full time,very accepting,a few,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,only fair,strongly oppose,strongly oppose,always,NA,moderate,male,never married,alone,bisexual,no,mostly males,10,17,18,no,NA,NA,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,1,own,NA,protestant,somewhat important,NA,legal rights,only a little,none at all,none at all,2,1,1,3,3,2,3,15,57,3,3,3,3,3,1,16,83,3,3,3,3,2,14,90,1,1,1,1,1,3,8,17,no,NA,a lot,yes,some,1,1,1,2,1,2,2,10,14,3,3,1,3,1,1,12,50,3,2,1,2,2,2,12,50,not regularly,no,yes,NA,NA,no,NA,NA,NA,NA,full time,very accepting,most or all,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,democrat,liberal,female,living with partner,living with partner,lesbian,no,females,11,13,16,yes,yes,stronger,yes,yes,grew stronger,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,2,own,seventy five to hundred,protestant,very important,NA,legal rights,only a little,none at all,none at all,3,1,3,3,3,2,1,16,64,3,3,3,3,3,2,17,92,2,3,3,3,1,12,70,1,1,2,1,1,2,8,17,yes,a little,some,no,a few,1,1,1,1,2,2,2,10,14,2,3,3,3,1,3,15,75,NA,NA,NA,NA,NA,NA,NA,NA,regularly,no,yes,NA,yes,no,NA,no,NA,yes,full time,somewhat accepting,most or all,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,liberal,female,living with partner,living with partner,bisexual,no,males and females,14,15,17,yes,no,no change,NA,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,bachelor or higher,bachelor or higher,white,yes,4,own,twenty to thirty,nothing,not at all mportant,no,sterotyping,only a little,only a little,only a little,2,1,3,3,2,2,2,15,57,3,3,3,3,3,3,18,100,3,3,2,2,2,12,70,1,1,2,1,1,2,8,17,no,NA,a lot,no,all or most,1,1,2,1,1,1,2,9,10,1,3,1,1,1,1,8,17,3,3,3,2,3,NA,NA,NA,regularly,yes,not sure,NA,no,yes,no,yes,yes,NA,full time,very accepting,a few,yes,yes
happy,mostly unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,only fair,strongly oppose,strongly oppose,seldom,NA,moderate,female,married,married,bisexual,no,males and females,12,12,13,yes,no,no change,NA,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,some college,some college,NA,yes,5,own,forty to fifty,other,not at all mportant,no,self esteem,none at all,only a little,none at all,2,1,3,3,1,2,1,13,43,3,3,2,2,3,2,15,75,2,3,2,1,2,10,50,1,1,1,1,1,1,6,0,no,NA,a lot,no,all or most,2,1,1,1,2,1,2,10,14,1,2,1,1,1,1,7,8,2,1,2,2,3,1,11,42,not regularly,yes,NA,legally married,NA,yes,yes,NA,yes,NA,full time,very accepting,none,yes,yes
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, a lot,only fair,strongly oppose,strongly oppose,always,democrat,liberal,female,married,married,bisexual,no,males and females,14,23,14,no,NA,NA,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,bachelor or higher,bachelor or higher,white,yes,2,own,thirty to forty,other,not at all mportant,no,discrimination,only a little,none at all,none at all,3,1,3,2,2,1,1,13,43,3,2,3,3,2,3,16,83,3,3,3,1,2,12,70,NA,1,2,1,1,2,NA,NA,no,NA,some,no,some,1,1,1,1,1,1,2,8,5,1,3,1,1,1,1,8,17,1,3,1,1,2,1,9,25,not regularly,no,NA,legally married,NA,no,NA,no,NA,yes,part time,very accepting,a few,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, a lot, a lot, some, a lot,good,strongly oppose,strongly oppose,always,democrat,moderate,female,living with partner,living with partner,lesbian,no,females,19,27,27,yes,yes,no change,yes,yes,no change,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,protestant,somewhat important,NA,legal rights,only a little,only a little,only a little,2,1,2,3,1,1,2,12,36,3,1,2,2,3,1,12,50,3,3,2,3,2,13,80,1,1,2,1,1,2,8,17,yes,a lot,a little,no,a few,1,1,2,2,1,1,1,9,10,1,2,1,2,1,1,8,17,2,2,3,2,2,2,13,58,not regularly,NA,yes,NA,no,no,NA,no,NA,no,full time,somewhat accepting,some,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,only fair,strongly oppose,strongly oppose,always,democrat,moderate,female,divorced,alone,bisexual,no,mostly males,14,20,34,no,NA,NA,no,NA,NA,yes,forty five to fifty four,forty five to fifty four,some college,some college,white,no,1,own,thirty to forty,protestant,not at all mportant,yes,acceptance,only a little,only a little,only a little,2,1,2,2,2,1,2,12,36,3,2,3,2,3,2,15,75,3,3,2,1,2,11,60,1,1,1,1,1,1,6,0,no,NA,a little,no,a few,1,2,2,2,2,1,1,11,19,1,1,1,1,1,1,6,0,1,1,1,1,2,1,7,8,not regularly,no,not sure,NA,NA,yes,no,NA,NA,NA,full time,somewhat accepting,none,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,living with partner,living with partner,lesbian,no,females,12,21,21,yes,no,no change,yes,yes,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,2,own,fifty to seventy five,other,very important,NA,legal rights,only a little,none at all,none at all,3,1,3,3,2,1,2,15,57,3,3,3,3,3,3,18,100,3,3,3,3,2,14,90,1,1,3,1,1,3,10,33,no,NA,some,no,some,NA,1,1,2,NA,2,2,NA,NA,1,1,1,1,2,1,7,8,1,2,2,2,3,1,11,42,not regularly,NA,yes,NA,no,no,NA,no,NA,NA,retired,NA,NA,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, some,excellent,oppose,oppose,always,republican,conservative,male,never married,alone,gay,no,males,16,18,35,yes,yes,no change,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,2,own,more than hundred fifty,nothing,not at all mportant,no,acceptance,only a little,only a little,only a little,3,1,2,3,3,3,2,17,71,2,3,3,2,3,2,15,75,3,3,3,1,2,12,70,1,1,1,1,1,2,7,8,no,NA,a little,no,some,1,1,2,1,2,2,2,11,19,1,2,1,1,1,2,8,17,2,2,2,2,2,1,11,42,not regularly,NA,not sure,NA,NA,no,NA,NA,NA,NA,unemployed,NA,NA,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,independent,liberal,female,living with partner,living with partner,lesbian,no,females,11,18,18,NA,NA,NA,yes,no,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,1,own,forty to fifty,other,not at all mportant,NA,discrimination,only a little,none at all,none at all,3,1,3,3,3,1,1,15,57,3,3,3,2,3,2,16,83,3,3,2,2,1,11,60,1,1,3,1,1,3,10,33,no,NA,some,no,some,1,1,2,2,1,2,1,10,14,2,2,1,1,1,2,9,25,2,3,3,2,3,2,15,75,not regularly,no,yes,NA,no,no,NA,no,NA,no,unemployed,NA,NA,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,good,strongly oppose,strongly oppose,always,democrat,very liberal,male,never married,alone,gay,no,mostly males,14,16,30,yes,no,stronger,yes,yes,no change,no,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,NA,yes,2,own,forty to fifty,protestant,somewhat important,NA,NA,none at all,none at all,none at all,3,1,3,3,3,2,2,17,71,3,3,3,3,3,3,18,100,1,1,3,3,2,10,50,1,1,2,1,1,1,7,8,no,NA,a lot,no,some,1,1,1,1,1,1,2,8,5,1,1,2,1,1,1,7,8,3,2,3,2,2,2,14,67,not regularly,yes,not sure,NA,NA,no,NA,NA,NA,yes,full time,very accepting,a few,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, a lot,only fair,strongly oppose,strongly oppose,always,democrat,very liberal,male,living with partner,living with partner,gay,no,males,10,30,32,no,NA,NA,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,2,own,seventy five to hundred,protestant,very important,NA,legal rights,only a little,none at all,none at all,3,1,3,3,2,1,2,15,57,3,3,3,2,3,2,16,83,3,3,3,3,2,14,90,1,1,3,1,1,3,10,33,no,NA,a lot,yes,all or most,1,1,2,1,1,2,2,10,14,1,2,1,2,1,2,9,25,3,3,3,3,3,3,18,100,not regularly,yes,yes,NA,yes,yes,no,no,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,living with partner,living with partner,bisexual,no,males and females,6,23,25,yes,yes,no change,yes,yes,no change,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,no,2,own,seventy five to hundred,catholic,somewhat important,NA,discrimination,only a little,none at all,only a little,3,1,3,2,2,1,1,13,43,3,2,3,3,3,2,16,83,3,3,1,3,2,12,70,1,2,2,1,1,2,9,25,yes,a lot,some,no,some,1,1,1,2,1,2,2,10,14,1,2,2,1,1,1,8,17,1,2,3,1,1,3,11,42,not regularly,no,yes,NA,no,no,NA,no,NA,yes,unemployed,NA,NA,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, some, some, some, a lot,poor,strongly oppose,strongly oppose,always,independent,very liberal,male,divorced,alone,gay,no,males,14,33,33,no,NA,NA,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,no,1,own,less than twenty,agnostic,not at all mportant,NA,self esteem,only a little,none at all,none at all,3,1,3,3,3,1,1,15,57,3,2,3,3,3,2,16,83,3,3,3,3,2,14,90,1,1,1,1,1,2,7,8,no,NA,some,no,all or most,1,1,1,2,2,2,2,11,19,2,2,1,2,1,1,9,25,2,1,3,2,2,3,13,58,not regularly,NA,no,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,moderate,male,separated,alone,bisexual,no,females,16,50,59,no,NA,NA,no,NA,NA,no,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,1,own,twenty to thirty,other,not at all mportant,yes,acceptance,only a little,none at all,none at all,3,1,3,3,3,2,2,17,71,3,2,3,3,3,2,16,83,3,3,2,2,1,11,60,1,1,3,1,1,2,9,25,no,NA,a little,no,some,1,1,2,2,1,2,2,11,19,1,1,1,1,1,2,7,8,1,2,3,1,1,3,11,42,not regularly,NA,NA,NA,NA,no,NA,NA,NA,NA,full time,very accepting,none,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, some, a lot,only fair,strongly oppose,oppose,always,democrat,conservative,male,living with partner,living with partner,gay,no,males,6,12,12,yes,yes,weaker,yes,no,grew stronger,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,NA,yes,2,own,more than hundred fifty,nothing,not at all mportant,no,discrimination,only a little,none at all,none at all,2,1,3,1,3,1,3,14,50,3,3,3,3,3,3,18,100,3,3,3,3,2,14,90,1,1,2,1,1,2,8,17,no,NA,some,no,some,1,1,2,1,1,1,1,8,5,2,2,2,1,2,2,11,42,3,3,3,2,3,3,17,92,not regularly,NA,yes,NA,no,no,NA,no,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,always,independent,very liberal,female,never married,alone,bisexual,no,mostly males,12,25,12,yes,no,no change,yes,no,no change,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,3,own,twenty to thirty,agnostic,not at all mportant,no,sterotyping,only a little,none at all,none at all,1,1,2,1,1,1,1,8,7,3,2,3,3,3,1,15,75,2,3,1,1,1,8,30,NA,1,2,1,1,2,NA,NA,no,NA,a lot,no,some,1,1,1,2,1,1,1,8,5,1,3,1,1,1,1,8,17,1,2,3,1,2,2,11,42,regularly,yes,no,NA,NA,no,NA,NA,NA,no,full time,very accepting,some,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, a lot, some, a lot, some, a lot,good,strongly oppose,strongly oppose,always,independent,moderate,male,never married,alone,bisexual,no,mostly males,8,8,22,no,NA,NA,no,NA,NA,yes,forty five to fifty four,forty five to fifty four,some college,some college,white,yes,2,own,hundred to hundred fifty,agnostic,not too  important,NA,self esteem,none at all,none at all,none at all,3,1,3,3,3,1,1,15,57,NA,3,3,1,3,2,NA,NA,2,2,2,2,2,10,50,1,1,2,1,1,1,7,8,yes,a lot,a lot,no,some,1,1,1,1,2,1,1,8,5,1,2,1,2,2,2,10,33,2,3,3,2,3,1,14,67,not regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,a few,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,independent,moderate,female,married,married,bisexual,no,mostly males,12,19,26,NA,NA,NA,NA,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,3,own,seventy five to hundred,nothing,not at all mportant,no,legal rights,only a little,none at all,none at all,3,1,3,3,2,1,1,14,50,3,3,3,3,3,3,18,100,3,3,2,2,2,12,70,1,1,1,1,1,1,6,0,no,NA,a lot,no,some,1,1,1,1,1,1,1,7,0,1,2,1,3,1,3,11,42,3,3,3,3,3,1,16,83,regularly,yes,NA,legally married,NA,yes,yes,NA,yes,NA,part time,somewhat accepting,none,yes,yes
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,democrat,liberal,male,divorced,alone,gay,no,males,13,52,52,no,NA,NA,no,NA,NA,yes,seventy five plus,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,seventy five to hundred,agnostic,not at all mportant,NA,self esteem,none at all,none at all,none at all,3,1,3,3,2,1,2,15,57,3,3,3,3,3,2,17,92,1,3,2,2,2,10,50,1,1,2,1,1,3,9,25,no,NA,a lot,no,some,1,1,1,1,1,1,1,7,0,1,1,1,1,1,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,not regularly,NA,no,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,married,married,bisexual,no,mostly males,13,26,32,yes,no,no change,yes,no,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,2,own,forty to fifty,other,very important,no,bullying,only a little,none at all,none at all,2,1,3,3,2,1,1,13,43,3,3,3,2,3,1,15,75,3,1,3,1,2,10,50,1,1,3,1,1,2,9,25,no,NA,a lot,no,a few,1,1,1,2,1,1,1,8,5,1,2,1,1,1,1,7,8,1,2,3,2,2,3,13,58,not regularly,no,NA,legally married,NA,no,NA,no,NA,no,full time,very accepting,most or all,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, a lot, a lot, some, a lot,excellent,strongly oppose,strongly oppose,always,democrat,liberal,female,married,married,bisexual,no,mostly males,14,22,25,no,NA,NA,NA,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,2,own,more than hundred fifty,agnostic,not too  important,NA,discrimination,only a little,only a little,none at all,3,1,3,3,2,1,1,14,50,3,2,3,3,3,2,16,83,2,3,2,3,2,12,70,1,1,2,1,1,2,8,17,no,NA,a lot,no,a few,2,1,1,1,2,2,2,11,19,1,2,1,1,1,1,7,8,1,3,3,2,1,1,11,42,not regularly,no,NA,legally married,NA,no,NA,no,NA,yes,unemployed,NA,NA,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, some,good,strongly oppose,strongly oppose,always,NA,moderate,female,never married,alone,bisexual,no,mostly females,11,19,18,yes,yes,stronger,yes,yes,grew stronger,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,1,own,fifty to seventy five,protestant,very important,NA,marital rights,only a little,only a little,none at all,2,1,3,2,3,2,2,15,57,3,2,2,3,3,2,15,75,3,3,3,2,1,12,70,1,1,2,1,1,2,8,17,no,NA,a little,no,all or most,1,1,1,2,1,2,2,10,14,2,3,3,3,2,2,15,75,3,3,3,2,3,2,16,83,not regularly,no,yes,NA,NA,no,NA,NA,NA,yes,full time,somewhat accepting,most or all,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,good,strongly oppose,strongly oppose,always,NA,moderate,male,married,married,bisexual,no,males and females,18,21,19,yes,no,no change,yes,no,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,NA,yes,2,own,fifty to seventy five,other,very important,yes,sterotyping,only a little,none at all,only a little,3,2,3,3,3,1,3,18,79,3,2,3,3,3,2,16,83,3,3,2,1,2,11,60,1,2,2,1,1,3,10,33,no,NA,some,no,some,1,2,1,2,2,2,1,11,19,2,1,1,1,1,1,7,8,3,3,3,2,2,3,16,83,regularly,yes,NA,legally married,NA,no,NA,no,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,oppose,oppose,always,democrat,moderate,female,never married,alone,bisexual,no,males and females,16,16,22,yes,yes,no change,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,2,own,twenty to thirty,other,not too  important,yes,self esteem,only a little,only a little,only a little,2,1,2,3,2,1,1,12,36,3,2,2,2,3,2,14,67,3,2,1,2,1,9,40,1,1,1,1,1,1,6,0,yes,a lot,some,no,some,1,1,2,1,1,1,2,9,10,2,2,1,1,1,2,9,25,1,2,1,2,2,1,9,25,not regularly,no,not sure,NA,NA,no,NA,NA,NA,NA,part time,very accepting,a few,no,no
happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,democrat,very liberal,male,never married,alone,gay,no,males,17,22,25,yes,no,no change,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,less than twenty,agnostic,not at all mportant,NA,conservativeaids,only a little,only a little,none at all,3,1,3,3,2,1,1,14,50,2,2,2,3,2,2,13,58,3,3,3,3,3,15,100,1,1,1,1,1,2,7,8,yes,a little,some,yes,all or most,1,2,2,1,2,2,1,11,19,1,2,2,1,1,1,8,17,1,1,1,1,3,2,9,25,not regularly,no,no,NA,NA,no,NA,NA,NA,NA,retired,NA,NA,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, some, a lot,good,strongly oppose,strongly oppose,nearly always,democrat,very liberal,female,never married,alone,bisexual,no,mostly males,19,20,20,no,NA,NA,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,bachelor or higher,bachelor or higher,white,yes,3,own,seventy five to hundred,agnostic,not too  important,NA,discrimination,only a little,none at all,none at all,3,1,3,3,2,1,2,15,57,3,3,3,3,3,2,17,92,3,3,2,3,2,13,80,1,2,2,1,1,2,9,25,no,NA,some,no,some,1,2,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,6,0,1,2,3,1,1,2,10,33,not regularly,no,yes,NA,NA,no,NA,NA,NA,not sure,full time,somewhat accepting,none,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, some, some, some, a lot,good,strongly oppose,strongly oppose,nearly always,democrat,liberal,female,never married,alone,lesbian,no,females,13,13,13,yes,yes,stronger,NA,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,2,own,twenty to thirty,nothing,not at all mportant,no,marital rights,only a little,NA,none at all,2,1,3,3,2,1,1,13,43,3,2,3,3,3,2,16,83,3,3,2,2,1,11,60,2,1,3,1,1,1,9,25,no,NA,a lot,no,a few,1,1,1,1,1,1,1,7,0,1,3,2,1,1,2,10,33,2,3,3,2,2,1,13,58,not regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,most or all,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,only fair,strongly oppose,oppose,always,democrat,liberal,male,widowed,alone,gay,no,mostly males,21,34,27,yes,yes,no change,yes,yes,no change,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,seventy five to hundred,protestant,very important,NA,legal rights,none at all,none at all,none at all,3,1,3,3,2,2,1,15,57,3,2,3,1,3,1,13,58,3,3,1,2,1,10,50,1,1,3,1,1,2,9,25,no,NA,some,no,a few,1,1,2,2,2,1,2,11,19,2,2,2,1,1,1,9,25,1,2,2,2,2,1,10,33,not regularly,no,not sure,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
